source_ip,destination_ip,source_port,destination_port,timestamp,packet_size,protocol,connection_duration,num_packets,avg_packet_interval,payload_entropy,suspicious_strings,url_length,num_subdomains,ssl_cert_validity,label
11.140.68.246,88.114.226.210,64197.17423754987,434.124152872865,2024-09-09 15:51:23.588112,889.6966083618721,HTTP,1.9321630505320526,10.048668236934233,0.153219821345909,5.173703021588214,1.041508944202221,70.06167872804583,6.916199818509211,-0.029953928912063575,phishing
19.17.103.80,223.108.34.137,41377.89955724515,17223.409583953322,2024-09-08 22:20:38.589412,492.78770971842744,SMTP,0.5095619931969704,9.963461017646184,0.08012507639196999,1.1598245668908642,0.9869800062457539,76.90212161302901,4.265790514322404,0.014384132161119601,legitimate
0.63.227.84,248.94.63.148,63868.229526917676,-411.78880392711716,2024-09-09 12:45:48.589412,1270.7064946654698,HTTPS,1.2605825855175032,7.997447394097622,0.6081498604015979,0.5870997528864094,5.015980251357283,120.56384452061087,9.089116205073024,0.023400112022664964,phishing
64.191.120.19,144.50.204.171,20479.302845663453,7567.565148312199,2024-09-08 23:36:02.590111,615.4972591759456,HTTP,3.2230864054246933,11.944574223421542,0.4708260263108466,7.61843793349225,4.130542717971606,51.894202531949176,9.824872011308383,-0.02246577703803312,phishing
168.37.226.191,29.138.201.183,834.9364080135133,616.1518397815959,2024-09-08 21:14:20.590111,637.0984169065089,TCP,1.293715177860043,8.0379213887252,0.7833749413308806,2.0784159260361648,3.9750562498324244,179.77588606736919,3.910825435705765,0.9976760526414169,phishing
248.113.151.122,151.226.231.16,43016.136813648685,35266.219912842826,2024-09-09 03:35:46.591111,757.4433063570552,HTTP,0.5821170693121842,8.914389321924006,0.7262943700713325,5.408931706440578,1.9733926552610261,63.74039352159086,3.62937370246841,0.9930449062814645,legitimate
158.39.248.176,62.249.94.106,22903.621146056237,18419.66833995542,2024-09-09 07:34:28.591111,735.5745245630876,SMTP,0.18527255536172244,4.85194609016934,1.357085647343632,4.710526638252938,0.935356919303654,65.33189601821647,3.081593504283432,-0.018056958426156403,legitimate
32.20.126.132,243.67.185.219,53467.153215115904,1361.5792220091316,2024-09-08 23:44:33.592111,730.4462511738479,TCP,0.24410064418592728,11.057611652847758,0.37241165042550384,6.217304104317026,4.117649206985007,116.47669322857871,4.81285212117975,0.9852611424025367,phishing
186.73.216.184,89.157.210.2,56898.73042831692,248.1732343157896,2024-09-09 02:28:43.592111,441.64209527611337,HTTP,1.3232556085009606,4.101377262202891,0.25164236029113224,3.292468572451109,1.0674654221586763,180.3009433411916,4.168041479338141,0.993745840892985,phishing
140.91.71.34,198.134.138.171,38014.924145944235,17868.065376557075,2024-09-09 17:11:30.593112,734.3049203566093,TCP,3.3906533856358023,4.251240326797979,0.3045949798941274,0.2001280821279437,2.054369698506234,53.99877693922239,3.107727202646253,-0.00032574498063328176,legitimate
86.124.23.47,104.13.122.136,33042.44712023141,1671.6347282500953,2024-09-09 10:25:22.593112,711.4773265572479,HTTP,4.771227838116429,9.845403528112584,0.17475432760085222,6.123239369025863,1.9762650567561693,164.13333081186383,9.698127500602197,0.014189383196129172,phishing
150.38.118.161,39.248.22.247,40667.31970960969,8344.625992538218,2024-09-09 16:04:38.594111,697.4110523235441,TCP,1.8025819754025263,4.982608549795472,0.2494780064429754,1.201866623774385,1.9415285229348662,135.38809415530548,9.0233442797685,0.9854354440967333,phishing
15.178.192.169,204.10.231.199,54833.098872128336,-1020.8430098755039,2024-09-09 10:26:49.594111,651.2254843617483,SMTP,1.7450964788615528,11.291009532407681,0.6540163811534518,2.9904073752173344,3.082481894636777,140.32925923074126,9.822996391455213,0.9793867693935792,phishing
165.100.118.202,66.101.193.175,47264.42742731835,-98.1862878212448,2024-09-09 17:24:42.595111,517.1366725425138,HTTPS,2.4033291992669157,10.839793676059786,0.17948065267698635,5.031447124749081,4.001819427867372,142.63187254067557,4.8699892857277,-0.019609347537314425,phishing
140.226.216.28,59.78.226.63,43617.727988618804,32392.116205747447,2024-09-09 09:34:34.595111,689.7941750965468,SMTP,3.7119773373313825,9.932803496567113,0.3126436114262754,5.342978263181306,0.04242544370073122,62.32503195594331,0.8136407141624352,-0.019574024730566852,legitimate
18.155.152.163,15.166.248.145,38751.969130601006,-1836.6634803079164,2024-09-09 11:39:03.595111,959.7966583740081,FTP,0.03233023929762871,7.443770204023062,0.10849207592451267,0.0032162938001672053,1.1196169140644403,127.85988480700561,5.236099804151895,1.013301309268173,phishing
102.26.109.176,162.37.36.221,44967.85303161013,471.9855526264867,2024-09-09 07:19:08.596111,1051.9893814584889,HTTPS,6.587876658431624,6.681082865561887,0.09690325504919098,1.6250936854995957,2.864579050005687,107.77454757929283,6.2322325168616155,0.9745064121682991,phishing
159.197.107.197,230.219.51.151,58741.73268195304,-346.7019554871329,2024-09-08 20:56:23.596111,948.4652079415459,HTTP,0.21869946963910566,9.772092372748595,0.0787802261753017,2.4163925419430843,1.0167953567517052,166.4489903667684,5.9283416166978204,1.0180455311683696,phishing
15.178.9.12,145.112.124.63,33396.668532867014,2342.1969837514653,2024-09-09 10:40:16.597112,433.05456022675395,FTP,2.8382360433633407,7.709919965462848,0.3652858492895877,5.127029266846161,3.0428328130446602,112.06630759603847,8.929206695842362,-0.04017064284041326,phishing
112.129.69.111,142.255.68.113,42929.278606715525,9017.224519242254,2024-09-09 04:35:41.597112,760.9908265238596,HTTP,1.036598295509328,12.063325579439482,0.1650850219612517,7.717091896298626,2.8792320344859643,64.39833401547344,7.071072827858178,0.9731283796861789,phishing
197.4.168.131,213.236.103.192,59607.57274403136,84.87883277622105,2024-09-09 06:53:13.598304,523.5579024776076,FTP,2.001223925679673,14.059626478106544,0.26753768399361366,5.952538151739334,1.951354003420277,100.09243314749351,7.100603414347233,0.9890808249386139,phishing
45.0.141.66,30.132.221.133,15272.421639758,9101.115085950078,2024-09-09 01:04:07.598304,926.2220244332088,HTTP,4.983692470278633,18.87372604208805,0.1231300879367575,7.660810047074165,-0.03630994829697835,36.32721628647057,4.724354458468868,0.004517185485385477,legitimate
250.215.65.65,3.41.211.232,10997.018276691051,23723.8954803429,2024-09-08 23:29:07.599112,654.7548888333488,UDP,4.301616128977249,6.29094204486293,0.3203558890420704,6.656990445301026,1.0332421646262484,75.52970754609454,1.927937611582629,-0.032799316753342904,legitimate
227.163.156.16,46.10.162.248,26542.98131188707,323.828228384123,2024-09-09 11:53:35.600661,820.1060189590337,HTTPS,-0.13736210819876762,12.155252555445133,0.3402378033100713,1.7050012259464085,1.0500929487727748,157.9925898872531,10.005685137101349,1.0468172181531796,phishing
179.129.143.157,215.13.108.42,40847.51156553539,402.5626559719788,2024-09-09 10:52:57.601117,970.2884849302588,HTTPS,1.5316350133757355,9.968865915285813,-0.017239514977802527,3.4598956064316235,2.0215957380554856,64.76576923561782,5.947319751021952,-0.011639395515735741,phishing
199.221.37.104,51.126.187.12,48654.553633951444,8196.402561614266,2024-09-08 23:46:13.602119,543.5704827849236,HTTPS,2.0616265127596467,7.069897531830541,0.12402698635831519,2.908686676739589,2.05431800297274,188.56118672818624,2.985162380106227,0.9735547658713439,phishing
105.21.174.144,248.89.173.18,45326.42510931189,1372.3984670943307,2024-09-08 19:49:28.603115,801.0416824019566,SMTP,0.4359773588647113,8.152342247363228,0.19816765786301746,0.13775558133049862,5.0504898269517655,192.2596652853779,9.936702862008593,0.9977392197359936,phishing
152.96.61.37,112.121.133.90,24289.71703091343,6283.285859619868,2024-09-09 17:54:26.604201,657.1696917478672,HTTP,1.661311313451393,13.751327293598216,1.652685245343201,4.885019174902404,1.9371492468890348,68.92370529776471,8.846891116761936,-0.04354081423361769,phishing
12.3.52.168,43.31.158.134,12204.377315477033,7532.315672704961,2024-09-08 22:41:26.605112,686.8645960597605,TCP,1.0882853304504292,9.180979816151861,0.29485784783954877,1.1385309536725847,1.0151868591058282,42.41113086170553,4.921566081880219,-0.00048211394294968675,legitimate
68.145.164.213,204.77.135.72,20214.914345612302,10916.93712791079,2024-09-09 15:15:16.605112,731.2114995468191,FTP,0.7173192158849451,6.095181350098497,0.6688168432618314,0.1052997989283812,1.9812864341069714,43.73706674412952,3.0770238742241554,0.043320296544162716,legitimate
130.59.111.86,244.135.51.131,13181.344554246594,-7.308186547932102,2024-09-09 10:04:27.606112,1093.693967715307,UDP,0.44633665994339483,4.924137960714122,0.16917637905244687,0.20910540780260545,0.973548970876444,199.4822927991103,4.966936671601638,1.0015314705712326,phishing
68.121.222.58,94.196.199.175,53222.48967101986,33079.48629150504,2024-09-09 08:51:38.606112,602.3658771769587,SMTP,3.090455861417418,14.085934483446279,0.3109682600615234,2.123232117901966,2.0143249084841064,33.719104995129705,4.983160326607841,0.9949487206111071,legitimate
243.38.31.169,177.254.159.208,33157.082684459725,7824.0169630638175,2024-09-09 04:28:04.607359,700.018103880184,HTTP,0.7180834359207776,13.880664959766571,0.4032802948843058,5.988938048371558,4.984447177280116,193.16965394932075,9.198403158811297,0.9681491605316886,phishing
116.214.223.59,135.181.170.152,34762.147751174794,9828.993777679938,2024-09-09 14:09:52.607359,800.3165148802174,TCP,4.991752533667516,8.095997975781518,0.3447337603570117,2.2379672198035405,1.124097708227445,87.66983511137394,2.9017304414169662,1.0431208032844719,legitimate
21.204.196.15,42.212.126.108,62145.913614268364,38193.043850025286,2024-09-09 17:52:16.608112,1398.5035933440386,HTTPS,2.2370811400553294,9.933627491231388,0.13229839622501327,3.9896546500479975,0.953384078121119,36.751403843400695,4.0354278873667555,-0.008994834556872553,legitimate
36.239.211.129,167.163.167.82,28844.371207422337,8359.487591326506,2024-09-09 10:59:17.608751,958.3124891680923,HTTPS,0.25326032266544657,10.155942709654052,0.028294188664463017,0.3026131020567273,4.916524059104908,73.74789537580436,4.660125939471666,1.052297361466444,phishing
210.115.40.155,123.239.58.60,35775.94607622903,-608.9811902650544,2024-09-09 01:51:28.609112,954.7470376561405,UDP,0.6164588102160177,8.91542652044071,0.31514358593207276,3.0900082761070267,2.9041534092342802,148.8966368392933,3.911619107628506,0.9779064747883544,phishing
27.195.245.90,0.91.251.92,22309.420737267606,-53.32697374483821,2024-09-09 04:08:47.609112,741.6576623083207,FTP,0.6798642889372333,8.763025095470256,0.17518368959683092,6.678159796866355,2.9908179934211274,121.0919993690633,5.686880293212159,-0.03515952762486217,phishing
100.117.34.118,185.48.72.129,43462.03862956034,623.8790857448765,2024-09-09 05:59:18.610112,879.5445852025672,TCP,0.557597933165989,6.055566288899147,0.8865355253306366,0.5475276311617766,4.95982489456243,200.30945451774792,2.8950626761510296,1.005844115547726,phishing
177.72.139.16,130.224.114.101,36064.334216118245,6889.543360670491,2024-09-09 00:39:43.610592,825.1800491011865,TCP,0.20039453561459658,7.189232219071266,0.10844197782593734,0.5037760079604199,1.9504700659499536,102.89866094268545,7.1285035944992465,-0.0068762675762558375,phishing
231.139.84.174,118.59.56.137,6458.721959687568,9229.239866914337,2024-09-09 11:49:35.611112,781.7812251576115,SMTP,3.086031177785288,17.04528168798462,0.02866452319408217,0.1598103518858742,3.8956148003025124,139.5122245611291,6.87781764425888,0.9814637165800671,phishing
153.34.239.28,109.7.220.205,65008.08667983084,6298.26807907966,2024-09-08 20:45:16.611112,482.94230724158626,UDP,0.5996764990415935,15.402776190360248,0.7373661917663764,4.947414370730942,0.9448970316910044,23.432551228393006,1.9469247032054997,0.9662874871180887,legitimate
97.250.26.31,188.195.28.103,29671.208405924423,10047.615810933332,2024-09-09 01:40:20.612111,508.5066866329736,HTTP,8.48247850693942,7.08309279787697,0.2622422337687913,7.266715159440848,0.8696302335601932,85.90638168216479,0.09331060127252189,0.05907747970787167,legitimate
95.238.236.94,218.187.184.228,16212.819077451935,60983.68715764647,2024-09-09 00:23:50.612482,540.8878303957089,HTTPS,0.915232781649983,9.207792073133385,0.016310961136302416,0.39719275220654154,2.1103685112782555,66.55913147411361,2.1657986719124724,0.04538527178330059,legitimate
209.11.242.50,140.126.29.49,34592.55888770421,24295.7339229327,2024-09-09 01:53:39.613112,494.0812748496057,SMTP,0.14748220507967927,13.824176489350993,0.3173427353856596,7.547242420724651,-0.05496779728856513,52.16486715326314,4.973544789187157,-0.025101748185029457,legitimate
77.109.116.95,242.42.183.227,46715.35586753543,1154.2651174709945,2024-09-09 03:16:06.613112,1100.923677257518,HTTPS,0.0005129916153739922,12.820604389281261,0.05254646282579879,4.92695369676982,4.1218243388682145,126.8173207978235,8.909432242988439,0.04890320585917498,phishing
118.203.92.128,252.155.55.245,20639.119534857873,1382.0946378395752,2024-09-09 06:50:14.613112,957.4433528415298,SMTP,4.132964928228613,14.019494107811653,0.4136753342047378,7.437815861299029,-0.06754191937791651,56.75324259776858,0.8648638231888878,1.0452594166972773,legitimate
161.187.107.35,122.19.29.66,9208.767730864674,4218.291484811605,2024-09-09 04:16:36.614383,749.6734402148385,SMTP,0.39436472603091094,7.844375981088182,0.18739991906303224,4.028596835807029,0.05381365976260983,102.28960960704792,-0.3110533057822706,-0.009717830979116382,legitimate
149.210.179.112,215.233.122.101,52988.71445306793,59667.12582407168,2024-09-09 11:52:39.614383,517.6309444065479,UDP,2.3060693232498957,10.912439634951943,1.0966258168233785,6.008944139120497,1.1416336028830811,45.74811107162733,1.9250231313762292,1.018770512947181,legitimate
47.21.67.108,113.100.33.136,41942.883391238545,-717.9364462825063,2024-09-08 21:14:41.615112,448.0032466514931,FTP,0.9069402219457027,9.756534482519115,0.10295178860505325,0.6047053419518547,4.07118680095149,146.78518559001435,7.145288748922829,0.9690180939727923,phishing
1.59.151.52,143.219.128.11,24205.639466984718,27498.73763627538,2024-09-08 21:13:43.615112,608.1898316048361,SMTP,2.3869479179691093,16.18868078932845,0.9523849217267981,7.481085192243549,0.9302194009896093,70.63841052746983,3.8933813798071,1.0310174110859687,legitimate
80.190.55.193,69.169.68.15,56493.432960103084,2455.9843932614176,2024-09-09 15:15:16.616181,487.7456868187199,SMTP,0.7605687237301723,9.089647584356245,1.7057796556881566,2.483785873624099,4.951918355153939,166.8824174965995,4.068959076123907,-0.033339766104730474,phishing
228.250.47.218,104.189.34.28,9764.080877792188,433.5600412192272,2024-09-09 12:54:01.616181,655.4196821279987,SMTP,0.21312414524127146,11.847478053598282,0.20088049248755327,6.391818730869694,1.9797657652757146,183.7736656526463,8.987990207820596,0.9774679589534018,phishing
155.96.162.58,32.0.255.26,64748.4102978708,142.163902886932,2024-09-08 21:53:07.617112,775.9466614834234,SMTP,1.9823593321935613,5.990121657158053,0.14966434283923608,2.846938628505036,3.961435156682195,152.69941242785723,8.838499043684306,-0.0035018323375459325,phishing
62.103.43.200,134.247.255.147,55319.75770157488,1344.3120156158495,2024-09-09 12:12:17.617661,720.9284811402719,FTP,6.796217775045111,10.818966431322046,0.22541114660188782,5.048613837708897,2.0206442780877376,64.30915959659895,5.132765328862451,1.009153356919592,legitimate
234.70.40.96,124.204.92.124,16307.54201995858,63514.34176946067,2024-09-08 20:11:07.618148,658.2346257529778,FTP,0.4491726193127206,13.741822078232858,0.02910381793564007,5.3978961886471595,0.8945915399599073,42.685154467673186,4.024318913349778,-0.008160038709201763,legitimate
22.39.189.251,138.77.98.212,7116.6800391771585,8608.97199440313,2024-09-09 15:08:51.618148,853.1416279790743,SMTP,0.7634997822185123,11.745467739202413,0.5327200145414192,3.1524844210663754,0.8648407746627218,170.38857924505,10.02620762550548,1.0174971742243366,phishing
37.5.211.173,104.166.36.110,57733.22587361781,-1137.4093511828664,2024-09-09 16:38:41.619111,997.5340460110792,UDP,1.0833017274539183,15.933409775572839,0.42909249654711024,5.286812134490209,0.9236412455799351,76.85409287419411,8.79868185430977,1.031424365044056,phishing
151.242.109.20,105.75.47.163,36137.25297759569,11270.286844722476,2024-09-09 04:17:15.619510,1133.7857514723169,HTTPS,6.2339850410738284,7.120601960380624,0.6173229606622654,6.4018777487638605,0.12850810087680484,95.81335978396186,-0.04533930936243038,-0.029744048552854622,legitimate
75.24.137.71,161.130.88.153,40495.74335377397,45601.19545505732,2024-09-09 08:19:19.619510,773.6404294437232,TCP,3.392026593257625,8.941966653578351,0.7978863553909002,2.394983886412728,1.0231786321253016,31.499569146990215,4.953169106206198,1.0195036751383988,legitimate
45.202.146.121,42.215.125.172,33920.43279282012,177.5359615216948,2024-09-08 23:32:11.620185,701.1044658852188,SMTP,0.9075811507861714,10.790914456582458,0.3723075087763497,1.6040194749173022,3.975196433152376,62.7279892664157,4.879162853371222,0.9872991160771843,phishing
65.62.13.162,46.165.204.25,20005.362508309365,31565.76574907905,2024-09-09 14:08:36.620185,894.0836503344382,HTTP,0.8868924156283685,11.048268351947597,0.31783968429911175,7.406822653959338,-0.03659909519645578,59.5329202357356,3.941115048782924,-0.02085630450160878,legitimate
156.51.136.45,37.88.84.9,13654.529219111204,37294.17585675789,2024-09-09 00:52:17.621396,951.1562848298855,UDP,2.006669781660103,10.304293027481181,0.06907617255784373,4.20515228210005,1.9892720836525286,46.408693722755544,0.03312732182941667,1.0036069224971664,legitimate
153.144.124.48,60.112.131.2,32246.244307806937,365.9558531259908,2024-09-08 22:20:06.621396,621.7508492293595,FTP,2.3923052338416806,9.856240855787645,3.397316593739604,4.695106260702007,4.129136099400357,75.58684092803193,6.157503053802971,-0.0006281611706291954,phishing
190.69.255.207,94.217.238.251,47357.11327539378,-1217.758122810677,2024-09-09 07:56:12.622112,696.2062482574519,HTTPS,0.18112707863847133,9.147692723759807,0.37110400195364124,4.543691766029356,3.9357889916371267,103.28980390411918,7.097835401083963,1.0195842747327473,phishing
34.48.218.145,55.113.74.97,14434.069238101281,6864.993952628195,2024-09-09 11:15:21.622112,488.9913675573239,SMTP,3.109335973517075,9.20615275078113,0.5088888309163038,4.3282452973639565,0.08399759806126855,89.08493944780274,3.9843037317991987,0.02672979731114621,legitimate
175.7.111.15,229.20.9.210,26730.808553608975,11376.954698441426,2024-09-09 00:43:12.623209,543.2287043258884,HTTPS,10.959943126620232,7.055413054084719,0.5352745615508336,6.913687809240477,1.0037634268651847,52.47310055152908,4.076921254459206,0.9737058777533477,legitimate
112.59.229.36,182.33.66.128,55044.728913774146,61005.79553773291,2024-09-09 10:46:35.623209,928.442287798701,HTTPS,0.2005373970924105,7.095802125969344,0.8048604680595083,2.4395741917090303,-0.01003962629932938,95.2723347072652,0.9652024120996167,0.006162450645077485,legitimate
105.151.171.145,130.122.99.185,65893.76037683069,2503.8423562877992,2024-09-08 18:36:48.624112,1262.1190071795831,HTTPS,2.902214445944775,4.88277780864641,0.25034039957992843,2.2087722969118895,1.9249693133204175,85.11022537722108,4.709045624784657,0.02982889961885746,legitimate
107.97.104.188,220.27.201.195,14869.65794669181,63962.704327396066,2024-09-09 05:49:08.624112,815.5311365512673,HTTPS,0.30773188300042775,9.01878075224269,0.3138552360508503,3.132885356476156,1.090543395545847,84.19824103153871,2.075394413905012,-0.022028772638973286,legitimate
75.91.63.88,254.184.126.80,34437.531149669725,13247.108357021358,2024-09-09 10:15:17.625111,847.6673188000782,FTP,0.833103593865537,12.098661640420316,0.2963685987263066,3.1761544140903384,0.06572319427580148,20.779103084586843,2.775722493465156,0.01662054453098766,legitimate
116.165.36.247,124.65.24.41,16485.197179645365,55593.51438470503,2024-09-08 23:08:35.625111,813.9902529366979,FTP,0.6121239081013174,7.77492201565379,0.2743242539115831,7.157980003926683,-0.03942226938664446,79.41757995728157,1.975707601715632,1.036553331270201,legitimate
192.46.9.126,219.4.129.241,16356.900134884669,51525.335829130214,2024-09-09 11:50:02.625111,901.7601704766261,FTP,1.8590221370262914,8.200822221107268,0.49121521686827424,6.54540043709879,1.0289981522893004,95.94041777580253,0.842742422286721,0.9564167177321428,legitimate
77.205.110.239,215.237.116.115,52984.353525336024,-1361.8689491198847,2024-09-09 16:33:34.626380,786.2405703600887,HTTP,0.45105514593932605,13.207199296548733,0.19158179616830048,0.5879039597302647,3.042002002588278,129.77427403579543,2.8244653740008867,1.0274183963000054,phishing
225.129.161.221,49.6.231.63,39739.036446807695,1582.2429102755502,2024-09-09 06:11:13.626380,666.3502449750027,TCP,0.7221591685125545,6.844212762830148,0.03237668402569378,6.017355210740417,1.902458436931855,146.4226269973801,8.895517347274195,0.9768132913669956,phishing
26.121.209.19,95.73.242.133,20735.49560097806,-478.122352828407,2024-09-09 02:28:44.627112,650.8832686672094,TCP,0.21386770815898065,9.970720798836963,0.36703942172478654,0.09622918443982612,3.154577275272733,160.26946520531385,9.062010801944758,0.9599308362355732,phishing
82.123.66.56,193.244.73.104,14688.572803228411,9373.410029715169,2024-09-09 02:19:36.627869,669.0345360935247,TCP,1.571433528980742,10.009182442633778,0.12200809608037452,1.1666363808293239,3.9343018517244457,176.02675389610997,4.758796630099784,-0.005310628115400486,phishing
110.141.22.133,171.162.207.217,4346.558125570456,601.3185337437365,2024-09-09 04:22:39.628111,600.1589020052907,SMTP,2.6077373580744743,8.83477500829765,0.16374658364536657,5.787055841493898,4.895475178286666,144.85874912743563,4.172300709177559,0.009969575485384904,phishing
121.154.189.120,209.188.174.140,62394.223494089405,40569.457973514465,2024-09-08 21:53:26.628111,505.3631373763117,HTTP,0.3228865516217154,13.024931135662564,0.33903759836453984,5.213306431718647,-0.07990431485091473,21.237588201729437,1.7382919844782607,1.0437702810771325,legitimate
172.7.215.98,144.79.65.64,5722.717724312348,61115.13877368595,2024-09-08 18:52:04.629113,1114.5851491057936,TCP,1.299852513413049,6.77335343729978,0.7151639082605097,-0.010455648924561814,0.04110520264997285,23.888674270262122,-0.04481520185167755,0.9592853999023369,legitimate
54.183.127.108,41.251.103.96,14546.993886945827,610.8290870970386,2024-09-08 18:31:03.629562,588.2337929117938,FTP,1.4657130715662188,12.838348357501967,0.09101576160487655,4.430331248253431,1.891100538294958,96.05565651753246,3.8989778544956635,0.9844481538286426,phishing
151.118.218.98,244.226.99.14,39065.62667424957,40913.51983182056,2024-09-08 18:02:20.630112,724.0228772141967,SMTP,1.4473705615791497,6.990763124629342,0.8953435986818237,5.70987919823836,-0.05257692353422093,16.625345671946846,2.769360786260207,1.0117797455153419,legitimate
99.162.9.159,235.201.116.122,12685.352205763389,-944.0056893377509,2024-09-09 16:25:13.630112,778.3137352206872,SMTP,0.9841522187437629,8.918188958064617,1.1104438693280356,3.662910003547892,2.954006988924769,97.4531820545622,4.130043700856107,0.03823480820543116,phishing
105.116.244.92,178.237.190.242,3341.940925978026,8097.931390302404,2024-09-08 23:13:21.630112,630.6776474747315,HTTP,1.4042175359920792,6.964192145404385,1.6446439404816644,3.9394573776002306,2.0611012127831434,141.42086719985917,5.12824152213613,0.024599874897611104,phishing
66.90.152.203,45.201.228.178,29173.362910391537,603.0767618048535,2024-09-09 15:00:37.631426,1035.762045538059,SMTP,2.138503296057036,9.114024536009033,2.257549686562964,0.34829102821749236,4.109590411066365,122.73111738838666,3.9750466203216415,1.031994354331485,phishing
82.253.1.80,242.164.152.253,17257.483515386368,8743.65675754823,2024-09-09 05:57:02.631426,1005.6187152206855,HTTP,7.117459381011488,9.192440496743561,0.40544947666505987,5.920697797450456,1.1019038625433613,27.2781839607816,-0.30012738656616095,0.9872096840154626,legitimate
173.237.236.223,206.59.85.3,14158.788940138378,44599.774993710605,2024-09-08 23:32:39.632112,536.0358401661655,TCP,0.5751074354809081,9.24932440756882,0.13848108330142003,0.8013482038048467,0.019904604163624832,12.141163772294178,4.963958935875557,-0.005243390170297835,legitimate
90.186.35.56,152.93.70.173,49592.27074310053,961.840741307637,2024-09-09 17:43:23.632112,863.8856523742669,FTP,1.1272413167378497,5.998141213866319,1.7767723134234592,-0.1408766893633904,3.977175273485354,198.94074702184412,8.02558003366637,-0.015193855748180838,phishing
110.87.129.77,31.137.126.22,38405.118802940386,63092.20189031008,2024-09-08 18:53:34.633479,534.048108121955,HTTP,0.9468713956407266,8.071554101272005,0.4511675751964022,2.4980021165175654,2.131607403239551,50.13519025540477,0.177587862149188,0.004949850572108141,legitimate
144.107.168.66,127.147.125.167,31189.040304839247,14017.088307087039,2024-09-09 13:56:04.633479,531.2041243205757,FTP,1.2603399526026204,12.9259536319355,0.9168174888437606,1.4765431214975042,1.894815059823173,67.34198633789798,3.8804271885651325,0.9784029782931679,legitimate
239.224.12.162,59.217.88.166,9094.378368604308,-2292.0808511851724,2024-09-08 19:22:37.634119,894.6264823036385,FTP,1.0779548890358472,8.751173386898827,1.0736966926258449,7.599080619138705,5.031427155556623,95.74027628466295,7.944382759157754,-0.006266265849826797,phishing
30.250.152.219,27.80.198.165,50057.1466411122,11518.452794021901,2024-09-09 01:33:33.634119,862.2416551095323,SMTP,0.09914021788734402,8.985204221392017,0.07693944225438308,4.7435544768457625,0.004270539321353983,57.67957896842449,1.9961555405461495,0.013388774773523208,legitimate
225.94.79.14,50.6.15.213,11492.625964370029,8082.543968249406,2024-09-09 13:20:02.635351,853.8694175011206,HTTPS,4.581084255929445,7.9725909863668445,0.5450008807623926,4.984058017736601,3.0630371609140825,185.92034851547442,6.886805205473684,-0.0210283027982725,phishing
